# CMD: bash -lc docker compose logs --since=8h api | tail -n 2000
api-1  | INFO:     172.18.0.1:37020 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:49446 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49458 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49452 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49436 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49432 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52924 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52926 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52938 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52908 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52902 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33884 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33896 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33904 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33874 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33858 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33858 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33868 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33878 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33846 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33834 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:39100 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39084 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39052 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39068 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39040 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:58642 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58650 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58660 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58626 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58624 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:33114 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33106 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33100 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33108 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33094 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:56022 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56034 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56042 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56010 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56002 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38088 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38078 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38096 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38098 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38066 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:41844 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41826 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41836 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41822 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41814 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43802 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43816 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43786 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43830 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43770 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59228 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59246 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59232 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59212 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59198 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46296 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46298 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46306 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46284 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46274 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:54376 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54386 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54400 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54374 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:54362 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55468 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55496 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55480 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55462 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55452 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38360 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38376 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38352 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38374 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:38336 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49534 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49546 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49560 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49524 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49520 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:57138 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57116 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57102 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57126 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:57096 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36844 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36858 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36856 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36842 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36838 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50078 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50104 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50094 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50064 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50062 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:49538 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49556 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49526 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49548 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49524 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:60664 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60674 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60660 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60686 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60652 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36558 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36570 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36564 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36554 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36552 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=-1003946873279: ConnectTimeout: ConnectTimeout('')
api-1  | [ROBOT LOOP ERROR] telegram_required_send_failed:vip_signal_update:chat_id=-1003946873279:error=
api-1  | INFO:     172.18.0.1:51740 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51744 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51734 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51760 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51724 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:36488 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36490 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36472 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36484 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36468 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43576 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43582 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43586 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43562 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43554 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50346 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50350 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50336 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50354 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50320 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59706 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59722 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59732 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59692 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59686 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52410 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52420 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52408 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52426 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52392 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:46212 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46226 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46230 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46198 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46192 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36690 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36704 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36720 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36676 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36674 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38954 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38964 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38952 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38974 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38940 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:32900 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:32910 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:32914 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:32892 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:32890 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:43216 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43228 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43238 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43210 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43194 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60166 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60178 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60172 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60152 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60146 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47834 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47848 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47822 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47854 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47810 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57222 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57242 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57236 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57214 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57202 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51646 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51628 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51632 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51618 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51602 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56290 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56310 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56300 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56284 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56272 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55084 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55090 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55068 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55092 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:55060 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38930 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38932 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38924 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38946 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38920 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57068 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57074 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57064 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57090 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57048 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51830 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51842 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51836 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51814 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51800 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49196 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49208 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49194 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49216 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49178 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44632 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44642 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44646 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44624 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44612 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45720 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45730 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45742 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45704 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45702 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58990 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59012 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58998 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58986 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58984 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39894 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39904 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39902 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39892 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39884 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55114 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55116 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55102 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55122 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55098 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38224 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38250 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38238 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38208 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38206 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42456 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42450 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42472 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42434 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42420 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:37624 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37640 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37632 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37612 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37598 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39760 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39754 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39762 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39738 - "GET /analytics/summary HTTP/1.1" 200 OK
